age_group,club_member_status,fashion_news_frequency,product_group_name,price,clusters
Elderly,ACTIVE,NONE,Swimwear,239.04,4
Young Adult,ACTIVE,NONE,Garment Upper body,155.38,1
Adult,NO MEMBERSHIP,NONE,Garment Upper body,239.04,2
Young Adult,ACTIVE,NONE,Garment Upper body,124,1
Young Adult,ACTIVE,Regularly,Garment Lower body,395.9,3
Adult,ACTIVE,NONE,Garment Upper body,197.31,4
Adult,ACTIVE,NONE,Garment Upper body,291.33,4
Adult,ACTIVE,NONE,Underwear,126.1,4
Adult,ACTIVE,Regularly,Garment Lower body,311.82,0
Adult,ACTIVE,NONE,Shoes,287.88,4
Adult,ACTIVE,NONE,Garment Upper body,448.19,4
Teenager,ACTIVE,Regularly,Garment Upper body,218.12,0
Adult,ACTIVE,NONE,Garment Full body,171.06,4
Elderly,ACTIVE,Regularly,Garment Lower body,343.61,0
Young Adult,ACTIVE,Regularly,Swimwear,134.46,3
Young Adult,ACTIVE,NONE,Garment Full body,291.33,1
Young Adult,ACTIVE,Regularly,Accessories,113.55,3
Adult,ACTIVE,NONE,Garment Upper body,61.26,4
Young Adult,ACTIVE,Regularly,Garment Upper body,86.36,3
Young Adult,ACTIVE,Regularly,Swimwear,218.12,3
Young Adult,ACTIVE,NONE,Swimwear,218.12,1
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Adult,ACTIVE,NONE,Garment Upper body,103.09,4
Young Adult,ACTIVE,NONE,Underwear,171.06,1
Young Adult,ACTIVE,NONE,Socks & Tights,113.55,1
Young Adult,ACTIVE,Regularly,Accessories,119.82,3
Adult,ACTIVE,NONE,Garment Full body,239.04,4
Elderly,ACTIVE,NONE,Underwear,218.12,4
Young Adult,ACTIVE,NONE,Accessories,113.55,1
Adult,ACTIVE,NONE,Garment Upper body,280.87,4
Elderly,ACTIVE,Regularly,Garment Full body,268.01,0
Adult,ACTIVE,NONE,Garment Upper body,113.55,4
Young Adult,ACTIVE,NONE,Garment Full body,343.61,1
Young Adult,ACTIVE,NONE,Garment Upper body,179.33,1
Young Adult,ACTIVE,NONE,Garment Lower body,232.24,1
Adult,ACTIVE,Regularly,Garment Lower body,165.83,0
Young Adult,ACTIVE,Regularly,Garment Upper body,291.33,3
Young Adult,PRE-CREATE,NONE,Swimwear,343.61,2
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Adult,ACTIVE,NONE,Garment Lower body,197.21,4
Young Adult,ACTIVE,Regularly,Socks & Tights,99.64,3
Adult,ACTIVE,NONE,Garment Lower body,291.33,4
Adult,ACTIVE,NONE,Nightwear,280.87,4
Adult,ACTIVE,NONE,Garment Lower body,186.75,4
Young Adult,ACTIVE,Regularly,Garment Upper body,806.47,3
Adult,ACTIVE,Regularly,Garment Lower body,239.04,0
Adult,ACTIVE,NONE,Accessories,82.17,4
Adult,ACTIVE,Regularly,Garment Lower body,197.21,0
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,NONE,Swimwear,134.46,4
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,Regularly,Garment Upper body,113.55,3
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Elderly,ACTIVE,Regularly,Garment Upper body,186.75,0
Young Adult,ACTIVE,NONE,Garment Upper body,197.31,1
Elderly,ACTIVE,NONE,Swimwear,291.33,4
Young Adult,ACTIVE,NONE,Garment Lower body,235.69,1
Adult,ACTIVE,NONE,Garment Upper body,52.68,4
Elderly,ACTIVE,Regularly,Underwear,82.17,0
Young Adult,ACTIVE,Regularly,Garment Lower body,197.21,3
Young Adult,ACTIVE,NONE,Garment Upper body,236.32,1
Adult,ACTIVE,Regularly,Garment Lower body,186.75,0
Young Adult,ACTIVE,Regularly,Garment Upper body,82.17,3
Young Adult,ACTIVE,NONE,Accessories,50.8,1
Young Adult,ACTIVE,Regularly,Garment Upper body,165.83,3
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Elderly,ACTIVE,Regularly,Garment Upper body,134.46,0
Young Adult,PRE-CREATE,NONE,Garment Full body,155.38,2
Young Adult,ACTIVE,Regularly,Garment Upper body,82.17,3
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,NONE,Accessories,58.12,1
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,Regularly,Accessories,100.68,3
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Elderly,ACTIVE,NONE,Shoes,71.72,4
Young Adult,ACTIVE,Regularly,Garment Lower body,218.12,3
Young Adult,ACTIVE,Regularly,Accessories,67.53,3
Adult,ACTIVE,NONE,Garment Lower body,337.44,4
Adult,ACTIVE,NONE,Garment Upper body,82.17,4
Young Adult,ACTIVE,Regularly,Garment Upper body,124,3
Young Adult,ACTIVE,Regularly,Garment Upper body,103.09,3
Adult,ACTIVE,Regularly,Swimwear,61.26,0
Adult,ACTIVE,NONE,Garment Full body,182.36,4
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Elderly,ACTIVE,Regularly,Garment Lower body,134.46,0
Elderly,ACTIVE,NONE,Swimwear,291.33,4
Elderly,ACTIVE,Regularly,Garment Lower body,186.75,0
Adult,ACTIVE,NONE,Garment Lower body,448.19,4
Adult,ACTIVE,Regularly,Garment Lower body,230.67,0
Adult,ACTIVE,Regularly,Garment Full body,301.78,0
Young Adult,ACTIVE,Regularly,Socks & Tights,99.64,3
Young Adult,ACTIVE,NONE,Accessories,133.63,1
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,113.55,1
Young Adult,ACTIVE,Regularly,Nightwear,134.46,3
Young Adult,ACTIVE,Regularly,Garment Lower body,134.46,3
Young Adult,ACTIVE,NONE,Socks & Tights,60.32,1
Young Adult,ACTIVE,Regularly,Garment Lower body,165.83,3
Young Adult,ACTIVE,NONE,Garment Upper body,71.72,1
Adult,ACTIVE,Regularly,Garment Upper body,552.77,0
Young Adult,ACTIVE,Regularly,Swimwear,291.33,3
Young Adult,PRE-CREATE,NONE,Underwear,134.46,2
Adult,ACTIVE,Regularly,Accessories,113.55,0
Young Adult,ACTIVE,NONE,Swimwear,73.7,1
Young Adult,ACTIVE,NONE,Swimwear,124,1
Young Adult,ACTIVE,Regularly,Swimwear,50.8,3
Young Adult,ACTIVE,NONE,Garment Upper body,280.87,1
Young Adult,ACTIVE,Regularly,Garment Lower body,186.75,3
Adult,ACTIVE,NONE,Garment Upper body,80.4,4
Adult,ACTIVE,Regularly,Garment Lower body,186.75,0
Elderly,ACTIVE,NONE,Shoes,197.21,4
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,NONE,Garment Lower body,86.36,1
Adult,ACTIVE,Regularly,Garment Upper body,134.46,0
Young Adult,ACTIVE,Regularly,Garment Full body,113.55,3
Adult,ACTIVE,NONE,Garment Upper body,218.12,4
Young Adult,ACTIVE,NONE,Garment Lower body,406.36,1
Elderly,ACTIVE,Regularly,Garment Lower body,134.46,0
Young Adult,ACTIVE,Regularly,Garment Upper body,155.38,3
Young Adult,ACTIVE,Regularly,Garment Lower body,165.83,3
Young Adult,ACTIVE,NONE,Garment Full body,281.71,1
Young Adult,ACTIVE,NONE,Garment Upper body,124,1
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Adult,ACTIVE,Regularly,Nightwear,343.61,0
Young Adult,ACTIVE,Regularly,Garment Upper body,197.21,3
Adult,ACTIVE,Regularly,Garment Upper body,155.38,0
Young Adult,ACTIVE,Regularly,Garment Lower body,107.9,3
Young Adult,ACTIVE,NONE,Swimwear,50.8,1
Adult,ACTIVE,NONE,Garment Lower body,82.17,4
Young Adult,ACTIVE,NONE,Garment Lower body,552.77,1
Young Adult,ACTIVE,Regularly,Socks & Tights,109.26,3
Adult,ACTIVE,Regularly,Garment Full body,343.61,0
Young Adult,ACTIVE,NONE,Swimwear,165.83,1
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Elderly,ACTIVE,Regularly,Underwear,291.33,0
Young Adult,ACTIVE,NONE,Shoes,239.04,1
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Teenager,ACTIVE,NONE,Garment Lower body,448.19,0
Young Adult,ACTIVE,NONE,Underwear,165.83,1
Young Adult,ACTIVE,Regularly,Garment Upper body,92.63,3
Young Adult,ACTIVE,Regularly,Swimwear,134.46,3
Adult,ACTIVE,Regularly,Garment Lower body,186.75,0
Adult,ACTIVE,NONE,Garment Lower body,186.75,4
Young Adult,ACTIVE,NONE,Garment Upper body,155.38,1
Young Adult,ACTIVE,NONE,Garment Upper body,155.38,1
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Teenager,ACTIVE,Regularly,Accessories,103.09,0
Adult,ACTIVE,Regularly,Unknown,165.83,0
Adult,ACTIVE,NONE,Garment Lower body,134.46,4
Young Adult,ACTIVE,Regularly,Garment Lower body,218.12,3
Young Adult,ACTIVE,Regularly,Swimwear,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,270.41,1
Adult,ACTIVE,Regularly,Garment Upper body,92.63,0
Adult,ACTIVE,Regularly,Garment Upper body,186.75,0
Adult,ACTIVE,NONE,Garment Upper body,113.55,4
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,Regularly,Garment Upper body,291.33,3
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Young Adult,ACTIVE,Regularly,Garment Upper body,322.7,3
Young Adult,ACTIVE,Regularly,Garment Upper body,782.84,3
Adult,ACTIVE,NONE,Garment Lower body,165.83,4
Elderly,ACTIVE,Regularly,Garment Lower body,134.46,0
Young Adult,ACTIVE,NONE,Garment Lower body,197.21,1
Young Adult,ACTIVE,Regularly,Garment Lower body,90.85,3
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,Regularly,Accessories,103.09,3
Young Adult,ACTIVE,NONE,Underwear,111.66,1
Young Adult,ACTIVE,Regularly,Garment Lower body,186.75,3
Adult,ACTIVE,NONE,Garment Upper body,343.61,4
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,NONE,Garment Full body,239.04,1
Young Adult,ACTIVE,NONE,Garment Upper body,71.72,1
Elderly,ACTIVE,Regularly,Accessories,82.17,0
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Young Adult,ACTIVE,NONE,Accessories,82.17,1
Young Adult,ACTIVE,NONE,Garment Lower body,165.83,1
Teenager,ACTIVE,Regularly,Garment Lower body,239.04,0
Elderly,ACTIVE,Regularly,Garment Full body,134.46,0
Young Adult,ACTIVE,Regularly,Garment Full body,160.5,3
Young Adult,ACTIVE,NONE,Underwear,113.55,1
Young Adult,ACTIVE,NONE,Garment Upper body,343.61,1
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Young Adult,ACTIVE,NONE,Underwear,139.9,1
Young Adult,ACTIVE,Regularly,Garment Lower body,239.04,3
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,Regularly,Underwear,115.01,3
Young Adult,ACTIVE,Regularly,Garment Upper body,119.19,3
Young Adult,ACTIVE,Regularly,Garment Upper body,88.45,3
Young Adult,ACTIVE,Regularly,Nightwear,186.75,3
Elderly,ACTIVE,NONE,Garment Upper body,1065.3,4
Young Adult,ACTIVE,Regularly,Swimwear,165.83,3
Young Adult,ACTIVE,Regularly,Shoes,92.74,3
Young Adult,ACTIVE,NONE,Garment Upper body,761.92,1
Young Adult,ACTIVE,Regularly,Underwear,165.83,3
Elderly,PRE-CREATE,NONE,Swimwear,134.46,2
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Adult,ACTIVE,Regularly,Garment Lower body,134.46,0
Elderly,ACTIVE,NONE,Garment Upper body,395.9,4
Elderly,ACTIVE,Regularly,Garment Full body,239.04,0
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Adult,ACTIVE,Regularly,Garment Lower body,165.83,0
Young Adult,ACTIVE,Regularly,Garment Lower body,227.74,3
Adult,ACTIVE,Regularly,Accessories,239.04,0
Adult,ACTIVE,NONE,Garment Lower body,197.31,4
Adult,ACTIVE,NONE,Garment Upper body,343.61,4
Young Adult,ACTIVE,Regularly,Nightwear,239.04,3
Adult,ACTIVE,Regularly,Garment Upper body,646.36,0
Adult,ACTIVE,Regularly,Underwear,92.63,0
Young Adult,ACTIVE,NONE,Garment Lower body,113.55,1
Young Adult,ACTIVE,NONE,Garment Full body,186.75,1
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Young Adult,ACTIVE,Regularly,Garment Full body,448.19,3
Young Adult,ACTIVE,NONE,Garment Upper body,113.55,1
Young Adult,ACTIVE,Regularly,Nightwear,113.55,3
Adult,ACTIVE,NONE,Garment Full body,343.61,4
Adult,ACTIVE,Regularly,Garment Upper body,185.7,0
Young Adult,ACTIVE,Regularly,Swimwear,168.34,3
Elderly,ACTIVE,Regularly,Garment Upper body,186.75,0
Young Adult,ACTIVE,NONE,Garment Upper body,113.55,1
Adult,LEFT CLUB,NONE,Underwear,165.83,4
Young Adult,ACTIVE,NONE,Unknown,291.33,1
Young Adult,ACTIVE,NONE,Swimwear,46.62,1
Young Adult,ACTIVE,Regularly,Garment Upper body,82.17,3
Young Adult,ACTIVE,NONE,Garment Lower body,186.75,1
Young Adult,ACTIVE,NONE,Garment Full body,102.67,1
Young Adult,ACTIVE,Regularly,Garment Full body,155.38,3
Elderly,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Adult,ACTIVE,Regularly,Garment Upper body,165.83,0
Young Adult,ACTIVE,NONE,Garment Upper body,215.51,1
Elderly,ACTIVE,NONE,Garment Upper body,113.55,4
Adult,ACTIVE,NONE,Garment Lower body,239.04,4
Young Adult,ACTIVE,NONE,Accessories,134.46,1
Adult,ACTIVE,NONE,Swimwear,165.83,4
Adult,ACTIVE,Regularly,Garment Upper body,206.93,0
Adult,ACTIVE,Regularly,Garment Upper body,124,0
Young Adult,ACTIVE,NONE,Garment Lower body,359.3,1
Young Adult,ACTIVE,Regularly,Socks & Tights,82.17,3
Young Adult,ACTIVE,NONE,Garment Upper body,61.26,1
Young Adult,ACTIVE,NONE,Garment Upper body,218.12,1
Adult,ACTIVE,NONE,Garment Lower body,134.46,4
Elderly,ACTIVE,NONE,Garment Upper body,239.04,4
Young Adult,ACTIVE,NONE,Swimwear,218.12,1
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,Regularly,Garment Lower body,221.26,3
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,Regularly,Swimwear,76.94,3
Adult,ACTIVE,NONE,Garment Lower body,113.55,4
Adult,ACTIVE,Regularly,Garment Upper body,155.38,0
Elderly,ACTIVE,Regularly,Garment Upper body,239.04,0
Young Adult,ACTIVE,Regularly,Garment Upper body,239.04,3
Young Adult,ACTIVE,Regularly,Underwear,134.46,3
Young Adult,ACTIVE,Regularly,Garment Upper body,322.7,3
Elderly,ACTIVE,Regularly,Garment Upper body,239.04,0
Adult,ACTIVE,NONE,Garment Upper body,239.04,4
Young Adult,ACTIVE,NONE,Garment Full body,265.29,1
Adult,ACTIVE,NONE,Garment Upper body,406.36,4
Young Adult,ACTIVE,NONE,Garment Lower body,134.46,1
Young Adult,ACTIVE,NONE,Garment Lower body,186.75,1
Young Adult,ACTIVE,NONE,Accessories,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,NONE,Garment Lower body,113.55,1
Young Adult,ACTIVE,NONE,Accessories,113.55,1
Young Adult,ACTIVE,NONE,Underwear,165.83,1
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,NONE,Garment Upper body,122.64,1
Elderly,ACTIVE,NONE,Garment Upper body,106.12,4
Young Adult,ACTIVE,NONE,Garment Upper body,163.22,1
Young Adult,ACTIVE,NONE,Underwear,165.83,1
Young Adult,ACTIVE,Regularly,Garment Upper body,197.21,3
Adult,ACTIVE,Regularly,Garment Full body,312.24,0
Young Adult,ACTIVE,Regularly,Garment Full body,239.04,3
Adult,ACTIVE,Regularly,Garment Upper body,291.33,0
Young Adult,ACTIVE,NONE,Garment Full body,165.83,1
Adult,ACTIVE,Regularly,Accessories,71.72,0
Elderly,ACTIVE,Regularly,Garment Upper body,343.61,0
Adult,ACTIVE,Regularly,Garment Upper body,113.55,0
Elderly,ACTIVE,NONE,Garment Full body,218.12,4
Young Adult,ACTIVE,NONE,Garment Upper body,74.33,1
Young Adult,ACTIVE,Regularly,Garment Lower body,128.71,3
Young Adult,ACTIVE,NONE,Garment Upper body,92.63,1
Adult,ACTIVE,Regularly,Garment Full body,186.75,0
Young Adult,ACTIVE,NONE,Garment Lower body,343.61,1
Young Adult,ACTIVE,NONE,Swimwear,186.75,1
Adult,ACTIVE,NONE,Garment Lower body,239.04,4
Adult,ACTIVE,NONE,Underwear,131.85,4
Adult,ACTIVE,NONE,Underwear,218.12,4
Adult,ACTIVE,Regularly,Underwear,218.12,0
Elderly,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,ACTIVE,Regularly,Swimwear,82.17,3
Young Adult,ACTIVE,NONE,Shoes,186.75,1
Adult,ACTIVE,NONE,Garment Full body,866.5,4
Adult,ACTIVE,NONE,Garment Upper body,155.38,4
Adult,PRE-CREATE,NONE,Garment Lower body,176.29,2
Young Adult,ACTIVE,NONE,Garment Full body,334.93,1
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Young Adult,ACTIVE,Regularly,Garment Upper body,180.48,3
Young Adult,ACTIVE,NONE,Underwear,113.55,1
Adult,ACTIVE,Regularly,Garment Upper body,343.61,0
Adult,ACTIVE,Regularly,Garment Upper body,343.61,0
Elderly,ACTIVE,Regularly,Garment Upper body,128.92,0
Adult,ACTIVE,Regularly,Garment Upper body,113.55,0
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Adult,ACTIVE,Regularly,Garment Upper body,657.34,0
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,NONE,Garment Lower body,176.29,4
Young Adult,ACTIVE,NONE,Socks & Tights,113.65,1
Young Adult,ACTIVE,Regularly,Garment Full body,343.61,3
Young Adult,ACTIVE,NONE,Accessories,50.8,1
Adult,ACTIVE,Regularly,Garment Lower body,312.35,0
Young Adult,ACTIVE,NONE,Underwear,186.75,1
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Adult,PRE-CREATE,NONE,Garment Lower body,343.61,2
Young Adult,ACTIVE,Regularly,Shoes,239.04,3
Young Adult,ACTIVE,NONE,Garment Upper body,165.83,1
Adult,ACTIVE,Regularly,Garment Lower body,239.04,0
Young Adult,ACTIVE,NONE,Garment Lower body,155.38,1
Adult,ACTIVE,NONE,Garment Full body,186.75,4
Young Adult,ACTIVE,Regularly,Garment Full body,218.12,3
Adult,ACTIVE,Regularly,Garment Upper body,239.04,0
Young Adult,ACTIVE,Regularly,Garment Full body,61.26,3
Elderly,ACTIVE,NONE,Garment Upper body,291.33,4
Adult,ACTIVE,Regularly,Swimwear,134.46,0
Young Adult,ACTIVE,Regularly,Nightwear,165.83,3
Young Adult,ACTIVE,Regularly,Garment Upper body,165.83,3
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,Regularly,Garment Lower body,239.04,3
Adult,ACTIVE,NONE,Accessories,230.67,4
Young Adult,ACTIVE,NONE,Garment Upper body,343.61,1
Young Adult,ACTIVE,Regularly,Garment Full body,233.39,3
Elderly,ACTIVE,NONE,Underwear,218.12,4
Young Adult,ACTIVE,Regularly,Socks & Tights,113.55,3
Young Adult,ACTIVE,NONE,Garment Full body,111.46,1
Adult,ACTIVE,Regularly,Garment Upper body,67.53,0
Adult,ACTIVE,NONE,Garment Upper body,197.21,4
Elderly,ACTIVE,NONE,Garment Lower body,197.21,4
Adult,ACTIVE,NONE,Underwear,113.55,4
Young Adult,ACTIVE,NONE,Underwear,113.55,1
Adult,ACTIVE,NONE,Garment Full body,165.83,4
Young Adult,ACTIVE,Regularly,Garment Lower body,239.04,3
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Elderly,ACTIVE,NONE,Garment Upper body,239.04,4
Adult,ACTIVE,NONE,Garment Upper body,322.7,4
Adult,ACTIVE,NONE,Garment Upper body,186.75,4
Young Adult,PRE-CREATE,NONE,Garment Upper body,239.04,2
Young Adult,ACTIVE,Regularly,Socks & Tights,51.95,3
Young Adult,ACTIVE,NONE,Garment Upper body,124,1
Young Adult,ACTIVE,Regularly,Garment Full body,186.75,3
Young Adult,ACTIVE,NONE,Garment Lower body,335.25,1
Elderly,ACTIVE,Regularly,Garment Upper body,218.12,0
Adult,ACTIVE,Regularly,Garment Upper body,61.26,0
Young Adult,ACTIVE,NONE,Garment Upper body,320.82,1
Young Adult,ACTIVE,Regularly,Garment Upper body,165.83,3
Young Adult,ACTIVE,Regularly,Swimwear,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Young Adult,ACTIVE,Regularly,Nightwear,155.38,3
Adult,ACTIVE,NONE,Underwear,134.46,4
Adult,ACTIVE,Regularly,Garment Lower body,343.61,0
Young Adult,ACTIVE,NONE,Underwear,120.24,1
Young Adult,ACTIVE,Regularly,Garment Upper body,134.46,3
Young Adult,ACTIVE,NONE,Garment Upper body,134.46,1
Young Adult,ACTIVE,NONE,Garment Upper body,144.92,1
Young Adult,ACTIVE,NONE,Garment Upper body,82.17,1
Young Adult,ACTIVE,NONE,Garment Upper body,291.33,1
Young Adult,ACTIVE,Regularly,Garment Full body,343.61,3
Adult,ACTIVE,Regularly,Garment Lower body,239.04,0
Adult,PRE-CREATE,Regularly,Garment Full body,239.04,2
Young Adult,ACTIVE,NONE,Underwear,109.36,1
Young Adult,ACTIVE,NONE,Garment Upper body,79.87,1
Young Adult,ACTIVE,NONE,Underwear,185.29,1
Adult,ACTIVE,NONE,Garment Lower body,281.29,4
Adult,ACTIVE,NONE,Garment Upper body,134.46,4
Young Adult,ACTIVE,NONE,Garment Full body,343.61,1
Young Adult,ACTIVE,NONE,Swimwear,134.46,1
Adult,ACTIVE,NONE,Socks & Tights,57.08,4
Adult,ACTIVE,Regularly,Garment Upper body,101,0
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Young Adult,ACTIVE,NONE,Garment Full body,343.61,1
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Elderly,ACTIVE,Regularly,Garment Full body,122.23,0
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,NONE,Swimwear,340.48,1
Young Adult,ACTIVE,Regularly,Garment Upper body,186.75,3
Young Adult,ACTIVE,NONE,Garment Upper body,113.55,1
Adult,PRE-CREATE,NONE,Garment Upper body,92.63,2
Young Adult,ACTIVE,NONE,Garment Full body,343.61,1
Adult,ACTIVE,Regularly,Underwear,165.83,0
Adult,ACTIVE,NONE,Garment Upper body,127.04,4
Young Adult,ACTIVE,NONE,Garment Upper body,133.42,1
Adult,ACTIVE,Regularly,Underwear,105.18,0
Young Adult,ACTIVE,Regularly,Garment Lower body,134.46,3
Elderly,ACTIVE,NONE,Garment Upper body,165.83,4
Adult,ACTIVE,NONE,Garment Upper body,124,4
Young Adult,ACTIVE,Regularly,Garment Full body,291.33,3
Adult,ACTIVE,Regularly,Underwear,186.75,0
Adult,ACTIVE,NONE,Accessories,61.26,4
Adult,ACTIVE,Regularly,Garment Lower body,207.67,0
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,Regularly,Garment Upper body,280.87,3
Adult,ACTIVE,NONE,Garment Lower body,239.04,4
Young Adult,ACTIVE,NONE,Garment Upper body,291.33,1
Young Adult,ACTIVE,NONE,Garment Lower body,291.33,1
Adult,ACTIVE,Regularly,Shoes,147.12,0
Young Adult,ACTIVE,NONE,Garment Full body,165.83,1
Adult,ACTIVE,Regularly,Garment Full body,130.07,0
Elderly,ACTIVE,NONE,Garment Full body,300.84,4
Young Adult,ACTIVE,NONE,Garment Upper body,239.04,1
Adult,ACTIVE,NONE,Garment Lower body,113.55,4
Young Adult,ACTIVE,Regularly,Garment Upper body,76.94,3
Elderly,ACTIVE,Regularly,Garment Upper body,343.61,0
Young Adult,ACTIVE,NONE,Garment Lower body,448.19,1
Young Adult,ACTIVE,NONE,Underwear,134.46,1
Adult,ACTIVE,Regularly,Garment Upper body,134.46,0
Young Adult,ACTIVE,Regularly,Garment Lower body,189.57,3
Elderly,ACTIVE,NONE,Garment Full body,165.83,4
Adult,ACTIVE,Regularly,Garment Upper body,291.33,0
Adult,ACTIVE,Regularly,Garment Upper body,234.54,0
Adult,PRE-CREATE,NONE,Garment Lower body,134.46,2
Young Adult,ACTIVE,NONE,Unknown,218.12,1
Adult,ACTIVE,Regularly,Swimwear,239.04,0
Adult,ACTIVE,Regularly,Shoes,291.33,0
Adult,ACTIVE,Regularly,Garment Full body,218.12,0
Adult,ACTIVE,NONE,Garment Lower body,343.61,4
Young Adult,ACTIVE,Regularly,Garment Full body,239.04,3
Young Adult,ACTIVE,NONE,Garment Upper body,103.09,1
Adult,ACTIVE,NONE,Garment Lower body,134.46,4
Elderly,ACTIVE,NONE,Garment Upper body,448.19,4
Young Adult,ACTIVE,NONE,Swimwear,108.32,1
Young Adult,ACTIVE,Regularly,Garment Upper body,255.77,3
Young Adult,ACTIVE,Regularly,Underwear,182.78,3
Young Adult,ACTIVE,Regularly,Accessories,105.18,3
Adult,ACTIVE,NONE,Garment Lower body,155.38,4
Elderly,ACTIVE,NONE,Garment Lower body,239.04,4
Young Adult,ACTIVE,Regularly,Socks & Tights,111.56,3
Adult,ACTIVE,Regularly,Garment Upper body,171.06,0
Young Adult,ACTIVE,NONE,Garment Full body,368.71,1
Young Adult,ACTIVE,NONE,Garment Upper body,186.75,1
Adult,ACTIVE,Regularly,Garment Lower body,280.87,0
Young Adult,ACTIVE,Regularly,Shoes,92.63,3
Young Adult,ACTIVE,NONE,Socks & Tights,134.46,1
Young Adult,ACTIVE,NONE,Shoes,165.83,1
Elderly,ACTIVE,NONE,Garment Upper body,312.24,4
Adult,ACTIVE,Regularly,Swimwear,50.8,0
Adult,ACTIVE,NONE,Garment Upper body,231.93,4
Young Adult,ACTIVE,NONE,Garment Upper body,422.47,1
Young Adult,ACTIVE,Regularly,Garment Lower body,123.17,3
Young Adult,ACTIVE,NONE,Garment Lower body,239.04,1
Young Adult,ACTIVE,Regularly,Swimwear,218.12,3
Teenager,ACTIVE,NONE,Nightwear,134.46,0
Young Adult,ACTIVE,NONE,Garment Upper body,71.72,1
